artist,album,0,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Suffocation,Breeding the Spawn,,"['1993', 'brutal death metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/827dcf0a71bb4c339bffe66f0bdb8eb4.png', 'size': ''}]",26686,22aa8971-021e-478b-9d46-269e97e6dcda,374985,1993-05-18,"['death metal', 'technical death metal']",https://www.last.fm/music/Suffocation/Breeding+the+Spawn,11.67,Suffocation,Breeding the Spawn
Iced Earth,Alive in Athens,,"['albums i own', 'live']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4819ee6ef6134c22cc4c521b4695d15e.png', 'size': ''}]",26490,19ea38f3-ee2d-3c94-9bb9-27c764b4162c,1112294,1999-07-19,"['power metal', 'heavy metal', 'thrash metal']",https://www.last.fm/music/Iced+Earth/Alive+in+Athens,12.670000000000002,Iced Earth,Alive in Athens
Vio-Lence,Eternal Nightmare,,"['bay area thrash metal', '1988', 'megadeth', 'favourite albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/7eb4399fced1211f0d9481367082e58f.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/7eb4399fced1211f0d9481367082e58f.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/7eb4399fced1211f0d9481367082e58f.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7eb4399fced1211f0d9481367082e58f.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7eb4399fced1211f0d9481367082e58f.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7eb4399fced1211f0d9481367082e58f.png', 'size': ''}]",26332,cc45fa2c-c31f-3baf-a105-3f970ac990e0,606302,1988-08,['thrash metal'],https://www.last.fm/music/Vio-Lence/Eternal+Nightmare,22.93,Vio-lence,Eternal Nightmare
Hibria,Defying the Rules,,"['brazilian metal', 'metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b62acc7b8459184bdc3cd74298f0040a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b62acc7b8459184bdc3cd74298f0040a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b62acc7b8459184bdc3cd74298f0040a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b62acc7b8459184bdc3cd74298f0040a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b62acc7b8459184bdc3cd74298f0040a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b62acc7b8459184bdc3cd74298f0040a.png', 'size': ''}]",26317,6a0ee37d-34e5-42dd-a447-b969eac68558,407217,2004-11-10,"['power metal', 'heavy metal']",https://www.last.fm/music/Hibria/Defying+the+Rules,12.55,Hibria,Defying the Rules
Darkthrone,Hate Them,,"['2003', 'metal', '2000s', 'true norwegian black metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6984af07e3ea81e5333657279311ade1.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6984af07e3ea81e5333657279311ade1.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6984af07e3ea81e5333657279311ade1.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6984af07e3ea81e5333657279311ade1.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6984af07e3ea81e5333657279311ade1.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6984af07e3ea81e5333657279311ade1.png', 'size': ''}]",26180,885360ce-c09f-4f7c-a95b-5abe3ed56239,350357,2003-03-17,['black metal'],https://www.last.fm/music/Darkthrone/Hate+Them,10.11,Darkthrone,Hate Them
Killswitch Engage,Alive or Just Breathing,,"['albums i own', 'hardcore', 'metal', '2002']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4001df3ee21040e7a3ce7ebe9a111e54.png', 'size': ''}]",261444,81c4b65b-aba4-4217-9224-0256034c99e6,7137448,2002-05-13,['metalcore'],https://www.last.fm/music/Killswitch+Engage/Alive+or+Just+Breathing,13.77,Killswitch Engage,Alive or Just Breathing
Ozzy Osbourne,Bark at the Moon,,"['albums i own', 'hard rock', '1983', 'ozzy osbourne']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f3ae77181a3d48b0c853f132dee68172.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f3ae77181a3d48b0c853f132dee68172.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f3ae77181a3d48b0c853f132dee68172.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3ae77181a3d48b0c853f132dee68172.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3ae77181a3d48b0c853f132dee68172.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3ae77181a3d48b0c853f132dee68172.png', 'size': ''}]",261245,366d8c45-e966-4c32-b259-87dcfcd7b8f1,2041768,1983-12-10,['heavy metal'],https://www.last.fm/music/Ozzy+Osbourne/Bark+at+the+Moon,14.78,Ozzy Osbourne,Bark at the Moon
Immolation,Dawn of Possession,,"['old school death metal', '1991', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5b7c05171f4b41cf8d8c54a01e07a37c.png', 'size': ''}]",26104,b3813e40-8d45-3ce8-8f60-9c96039c3204,603154,1991-08-16,"['death metal', 'technical death metal']",https://www.last.fm/music/Immolation/Dawn+of+Possession,12.38,Immolation,Dawn of Possession
Gorguts,The Erosion of Sanity,,"['1993', 'albums i own', 'brutal death metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fb1cf9b1a0f3466ba4aa88c31a0a73d1.png', 'size': ''}]",26055,c37b7e87-fe77-466e-b188-76e5f39ff04b,443569,1993-01-19,"['death metal', 'technical death metal']",https://www.last.fm/music/Gorguts/The+Erosion+of+Sanity,10.96,Gorguts,The Erosion of Sanity
Dream Theater,Train of Thought,,"['albums i own', 'progressive rock', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b450afdbc89278764ec5d8c86d292862.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b450afdbc89278764ec5d8c86d292862.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b450afdbc89278764ec5d8c86d292862.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b450afdbc89278764ec5d8c86d292862.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b450afdbc89278764ec5d8c86d292862.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b450afdbc89278764ec5d8c86d292862.png', 'size': ''}]",260347,e178e284-cbf6-30b2-8658-cb0111c78229,5866730,2003-11-08,"['progressive metal', 'heavy metal']",https://www.last.fm/music/Dream+Theater/Train+of+Thought,12.81,Dream Theater,Train of Thought
Sodom,Tapping the Vein,,"['german thrash metal', 'german']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f018121656b756bfe741dff134fd1d94.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f018121656b756bfe741dff134fd1d94.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f018121656b756bfe741dff134fd1d94.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f018121656b756bfe741dff134fd1d94.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f018121656b756bfe741dff134fd1d94.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f018121656b756bfe741dff134fd1d94.png', 'size': ''}]",25895,9779c852-5421-4822-a878-73761f1d5a9f,596527,1992-08-01,"['thrash metal', 'teutonic thrash metal', 'death metal']",https://www.last.fm/music/Sodom/Tapping+the+Vein,10.71,Sodom,Tapping the Vein
Xasthur,Subliminal Genocide,,"['albums i own', '2006', 'suicidal black metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dcbe54b58d054b1ab778f1f697b0c69b.png', 'size': ''}]",25864,4d62f180-1cbe-45ea-8d94-9fe58e9c625c,445658,2005,"['black metal', 'depressive black metal']",https://www.last.fm/music/Xasthur/Subliminal+Genocide,9.39,Xasthur,Subliminal Genocide
Katatonia,The Great Cold Distance,,"['albums i own', 'depressive rock', '2006']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/da469759803beb457286654ac471df72.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/da469759803beb457286654ac471df72.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/da469759803beb457286654ac471df72.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/da469759803beb457286654ac471df72.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/da469759803beb457286654ac471df72.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/da469759803beb457286654ac471df72.png', 'size': ''}]",257682,bdeb2e0d-a0a1-429f-850e-25621988cd3e,10626410,2006-03-13,"['doom metal', 'progressive metal']",https://www.last.fm/music/Katatonia/The+Great+Cold+Distance,10.16,Katatonia,The Great Cold Distance
In Flames,Colony,,"['albums i own', 'metal', 'swedish metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/89a116e18bde714ed5f7ebbb0f06a65a.png', 'size': ''}]",256646,a57c2e55-77e2-3397-8c4b-83f90e65c8ee,7880638,1999-05-21,"['melodic death metal', 'death metal']",https://www.last.fm/music/In+Flames/Colony,9.93,In Flames,Colony
Rush,Permanent Waves,,"['progressive rock', 'hard rock', 'albums i own', 'classic rock', 'rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6d916b0f8ba33504b961628197a63ee7.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6d916b0f8ba33504b961628197a63ee7.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6d916b0f8ba33504b961628197a63ee7.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d916b0f8ba33504b961628197a63ee7.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d916b0f8ba33504b961628197a63ee7.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d916b0f8ba33504b961628197a63ee7.png', 'size': ''}]",254936,95cdd8d5-1e67-40ec-8775-6cb16e3cf631,2669832,1980-01-01,[],https://www.last.fm/music/Rush/Permanent+Waves,12.64,Rush,Permanent Waves
Scorpions,Blackout,,"['hard rock', 'classic rock', '80s', 'rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/7ae6e40453913321b8badf504f192e16.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/7ae6e40453913321b8badf504f192e16.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/7ae6e40453913321b8badf504f192e16.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7ae6e40453913321b8badf504f192e16.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7ae6e40453913321b8badf504f192e16.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7ae6e40453913321b8badf504f192e16.png', 'size': ''}]",254063,11937296-8fc7-3779-a59e-dd82774629b8,2111610,1982,['heavy metal'],https://www.last.fm/music/Scorpions/Blackout,10.93,Scorpions,Blackout
Anata,The Conductor's Departure,,"['albums i own', 'my albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7bd9dbe325424d60a2c967b8150ea8cd.png', 'size': ''}]",25386,33a8a11f-bdd4-4995-aaf2-403f96f4db6f,391922,2006-06-26,"['technical death metal', 'death metal', 'progressive metal']",https://www.last.fm/music/Anata/The+Conductor%27s+Departure,9.72,Anata,The Conductor's Departure
Slayer,Show No Mercy,,"['1983', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7c2527fdc2ca80d87ef9cf2f2bb0a987.png', 'size': ''}]",252944,15baf22c-46ed-4ad9-81b8-2d5ca4eb9347,5203847,1983-12-01,"['thrash metal', 'speed metal', 'heavy metal']",https://www.last.fm/music/Slayer/Show+No+Mercy,24.11,Slayer,Show No Mercy
Fates Warning,Awaken the Guardian,,"['1986', 'metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/0f9f00567e584859c88de4183bb6554c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/0f9f00567e584859c88de4183bb6554c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/0f9f00567e584859c88de4183bb6554c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0f9f00567e584859c88de4183bb6554c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0f9f00567e584859c88de4183bb6554c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0f9f00567e584859c88de4183bb6554c.png', 'size': ''}]",25245,731cce9c-1d69-3f59-8ba1-407c61d0f11d,371871,1986,"['progressive metal', 'heavy metal']",https://www.last.fm/music/Fates+Warning/Awaken+the+Guardian,15.55,Fates Warning,Awaken the Guardian
Mastodon,Crack the Skye,,"['2009', 'albums i own', 'sludge metal', 'best of 2009']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/22af0c9367104b88370412bade8795fb.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/22af0c9367104b88370412bade8795fb.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/22af0c9367104b88370412bade8795fb.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/22af0c9367104b88370412bade8795fb.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/22af0c9367104b88370412bade8795fb.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/22af0c9367104b88370412bade8795fb.png', 'size': ''}]",251801,23610e26-f231-41fa-a71b-2d97098ddeff,8728567,2009-02-23,['progressive metal'],https://www.last.fm/music/Mastodon/Crack+the+Skye,16.22,Mastodon,Crack the Skye
Sodom,In the Sign of Evil,,"['proto-black metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cb0adeaf449d6e92107c0522f2783603.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cb0adeaf449d6e92107c0522f2783603.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cb0adeaf449d6e92107c0522f2783603.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb0adeaf449d6e92107c0522f2783603.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb0adeaf449d6e92107c0522f2783603.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb0adeaf449d6e92107c0522f2783603.png', 'size': ''}]",25162,bdde2f4a-5aba-47a6-b940-704314143a04,231590,1984-05-05,"['thrash metal', 'black metal', 'speed metal']",https://www.last.fm/music/Sodom/In+the+Sign+of+Evil,13.27,Sodom,In the Sign of Evil
Opeth,Ghost Reveries,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5dd7887ca697e85bc060a200a1d47eeb.png', 'size': ''}]",250970,8dc3be1f-385a-3d02-b01c-b572a09cea36,8949455,2005-08-26,"['progressive metal', 'progressive death metal', 'death metal']",https://www.last.fm/music/Opeth/Ghost+Reveries,15.7,Opeth,Ghost Reveries
Falconer,Among Beggars And Thieves,,"['metal', '2008']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/c239ebe8cb6a4c32bac9409736061744.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/c239ebe8cb6a4c32bac9409736061744.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/c239ebe8cb6a4c32bac9409736061744.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c239ebe8cb6a4c32bac9409736061744.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c239ebe8cb6a4c32bac9409736061744.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c239ebe8cb6a4c32bac9409736061744.png', 'size': ''}]",25094,0ad546a9-67e0-48cd-a4ff-cce746bb4f25,582927,2008-08-27,"['folk metal', 'power metal', 'heavy metal']",https://www.last.fm/music/Falconer/Among+Beggars+And+Thieves,10.03,Falconer,Among Beggars and Thieves
Belphegor,Blood Magick Necromance,,"['2011', 'best of 2011']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bae0fbbe90b146c7ade7e06cb2db49f4.png', 'size': ''}]",25080,7bb03acd-cc94-413c-b433-bc181b519efe,594942,2011-01-14,"['blackened death metal', 'black metal', 'death metal']",https://www.last.fm/music/Belphegor/Blood+Magick+Necromance,9.54,Belphegor,Blood Magick Necromance
Machine Head,Burn My Eyes,,"['groove metal', 'albums i own', 'metal', '1994']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/39997aaf8943a764981ecad3a7945ea3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/39997aaf8943a764981ecad3a7945ea3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/39997aaf8943a764981ecad3a7945ea3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/39997aaf8943a764981ecad3a7945ea3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/39997aaf8943a764981ecad3a7945ea3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/39997aaf8943a764981ecad3a7945ea3.png', 'size': ''}]",248505,b47df6d1-b641-31e5-9efb-8b3eb4694f2c,3998147,1994-08-01,['thrash metal'],https://www.last.fm/music/Machine+Head/Burn+My+Eyes,14.150000000000002,Machine Head,Burn My Eyes
