artist,album,0,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Dark Angel,Time Does Not Heal,,"['albums i own', '1991', 'technical thrash metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aa5f7513c0a3175e3100b06b4c33c4db.png', 'size': ''}]",13585,ed3ea709-2ab1-4b04-a4a4-038e8c5fa24a,260977,1991-02-19,"['thrash metal', 'progressive thrash metal']",https://www.last.fm/music/Dark+Angel/Time+Does+Not+Heal,12.29,Dark Angel,Time Does Not Heal
Cerebral Bore,Maniacal Miscreation,,"['brutal death metal', '2011', 'slamming brutal death metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/55aa3fb577a84fbb98a2e5a554dc977c.png', 'size': ''}]",13580,ecd6ede3-f62b-4300-99a4-39e872e818f5,366575,2010-08-01,"['death metal', 'grindcore']",https://www.last.fm/music/Cerebral+Bore/Maniacal+Miscreation,9.99,Cerebral Bore,Maniacal Miscreation
Sigh,In Somniphobia,,['2012'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3369c632ad38d252a2be90ed1626e4fc.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3369c632ad38d252a2be90ed1626e4fc.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3369c632ad38d252a2be90ed1626e4fc.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3369c632ad38d252a2be90ed1626e4fc.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3369c632ad38d252a2be90ed1626e4fc.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3369c632ad38d252a2be90ed1626e4fc.png', 'size': ''}]",13579,0a4f291c-49a1-4fae-be85-1358b76af9ce,332754,2012-03-12,"['black metal', 'progressive metal', 'avant-garde metal', 'symphonic metal']",https://www.last.fm/music/Sigh/In+Somniphobia,11.64,Sigh,In Somniphobia
Cellador,Enter Deception,,"['albums i own', 'metal', '2006']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/17b378d8928b44499a49950323d465c7.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/17b378d8928b44499a49950323d465c7.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/17b378d8928b44499a49950323d465c7.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/17b378d8928b44499a49950323d465c7.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/17b378d8928b44499a49950323d465c7.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/17b378d8928b44499a49950323d465c7.png', 'size': ''}]",13554,f3a555de-e2b5-4801-b8cf-5eef92ba8527,165614,2006-06-21,"['power metal', 'heavy metal']",https://www.last.fm/music/Cellador/Enter+Deception,12.36,Cellador,Enter Deception
Iced Earth,Horror Show,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9701e817fddcc392e1c2ecf9ad6d930c.png', 'size': ''}]",135493,272eff72-13fd-322b-94cd-c6a9276c330a,2182622,2001-06-21,"['power metal', 'heavy metal', 'thrash metal']",https://www.last.fm/music/Iced+Earth/Horror+Show,10.28,Iced Earth,Horror Show
Death,Individual Thought Patterns,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/835e77c872c8474abfe310c4ab3b7f50.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/835e77c872c8474abfe310c4ab3b7f50.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/835e77c872c8474abfe310c4ab3b7f50.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/835e77c872c8474abfe310c4ab3b7f50.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/835e77c872c8474abfe310c4ab3b7f50.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/835e77c872c8474abfe310c4ab3b7f50.png', 'size': ''}]",135062,28593146-d4df-4a9e-af19-d6c90df8bf0b,3925008,1993-06-22,"['death metal', 'technical death metal', 'progressive death metal']",https://www.last.fm/music/Death/Individual+Thought+Patterns,19.96,Death,Individual Thought Patterns
Overkill,White Devil Armory,,"['2014', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4884493b6e66cc580329ca471203427c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4884493b6e66cc580329ca471203427c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4884493b6e66cc580329ca471203427c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4884493b6e66cc580329ca471203427c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4884493b6e66cc580329ca471203427c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4884493b6e66cc580329ca471203427c.png', 'size': ''}]",13488,9b310ba9-c83b-4e58-8b3e-7f4b32717c90,288753,2014-07-16,"['thrash metal', 'heavy metal', 'speed metal']",https://www.last.fm/music/Overkill/White+Devil+Armory,10.12,Overkill,White Devil Armory
Meshuggah,Nothing,,"['math metal', 'technical metal', 'albums i own', '2002']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/124ebef46e38cf0e436e6c94cd8bd3ce.png', 'size': ''}]",134627,27c299ba-0ab1-3d2f-81ed-c0e5508fe475,2804914,2002-08-06,['progressive metal'],https://www.last.fm/music/Meshuggah/Nothing,11.34,Meshuggah,Nothing
Heathen,Breaking The Silence,,"['bay area thrash metal', 'albums i own', '1980s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a9ac5bb467e785623e2e5b7e02679b40.png', 'size': ''}]",13443,72cd1f54-7018-416b-b990-b491bcc47ff7,333226,1987,"['thrash metal', 'speed metal']",https://www.last.fm/music/Heathen/Breaking+The+Silence,10.96,Heathen,Breaking the Silence
Anthrax,Fistful of Metal,,"['1984', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f3cb260124c7308aff2fe19916130e1a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f3cb260124c7308aff2fe19916130e1a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f3cb260124c7308aff2fe19916130e1a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3cb260124c7308aff2fe19916130e1a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3cb260124c7308aff2fe19916130e1a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f3cb260124c7308aff2fe19916130e1a.png', 'size': ''}]",134253,29b48fd3-0efe-4b48-a24f-b73854cf7581,1535634,1984-01,"['thrash metal', 'speed metal', 'heavy metal']",https://www.last.fm/music/Anthrax/Fistful+of+Metal,14.11,Anthrax,Fistful of Metal
Behemoth,The Apostasy,,"['albums i own', '2007']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4af845859b2e4d96a5a6e2baea2374f6.png', 'size': ''}]",134250,b9ca5e3c-a82c-3afd-ace3-cc4184723c52,4234801,2007-06-29,"['death metal', 'blackened death metal', 'black metal']",https://www.last.fm/music/Behemoth/The+Apostasy,15.3,Behemoth,The Apostasy
Demolition Hammer,Epidemic Of Violence,,"['1992', 'albums i own', 'brutal thrash metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b6cec5c08b394167b50db42c57ae0ca3.png', 'size': ''}]",13396,5b18c38f-a133-4bd4-a2f2-da6272a189df,358970,1992,"['thrash metal', 'death metal']",https://www.last.fm/music/Demolition+Hammer/Epidemic+Of+Violence,24.64,Demolition Hammer,Epidemic of Violence
Soilwork,Natural Born Chaos,,"['albums i own', 'swedish metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b1e3e22646ab41958e43617147acaf10.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b1e3e22646ab41958e43617147acaf10.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b1e3e22646ab41958e43617147acaf10.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1e3e22646ab41958e43617147acaf10.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1e3e22646ab41958e43617147acaf10.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1e3e22646ab41958e43617147acaf10.png', 'size': ''}]",133827,4bdebac9-f5c2-438e-adb0-32685c97676b,3560391,2002-03-25,"['melodic death metal', 'death metal']",https://www.last.fm/music/Soilwork/Natural+Born+Chaos,11.14,Soilwork,Natural Born Chaos
Absu,Abzu,,"['2011', 'blackened thrash metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/35fb31c35de55ba14c18ee231c7b1768.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/35fb31c35de55ba14c18ee231c7b1768.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/35fb31c35de55ba14c18ee231c7b1768.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35fb31c35de55ba14c18ee231c7b1768.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35fb31c35de55ba14c18ee231c7b1768.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35fb31c35de55ba14c18ee231c7b1768.png', 'size': ''}]",13361,c476e552-5731-4efe-8e76-7cf4b572e545,216765,2011-10-04,"['black metal', 'thrash metal']",https://www.last.fm/music/Absu/Abzu,9.77,Absu,Abzu
Metallica,Metallica,,"['albums i own', 'metal', 'hard rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1d0aa6c5b7d1893882eae3f282143eed.png', 'size': ''}]",1334855,6e729716-c0eb-3f50-a740-96ac173be50d,30445620,1991-08-12,"['heavy metal', 'thrash metal']",https://www.last.fm/music/Metallica/Metallica,21.910000000000004,Metallica,Metallica
Testament,Souls of Black,,"['1990', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/c46d18f1804f273ef57e7206de4512db.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/c46d18f1804f273ef57e7206de4512db.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/c46d18f1804f273ef57e7206de4512db.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c46d18f1804f273ef57e7206de4512db.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c46d18f1804f273ef57e7206de4512db.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c46d18f1804f273ef57e7206de4512db.png', 'size': ''}]",133129,2fc58a14-debb-4fb3-b8f6-c007949baf43,1509988,1990-09-24,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Testament/Souls+of+Black,12.35,Testament,Souls of Black
Dream Theater,Black Clouds & Silver Linings,,"['albums i own', '2009', 'progressive rock', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3935156e675a460198b0d7b331800c4c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3935156e675a460198b0d7b331800c4c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3935156e675a460198b0d7b331800c4c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3935156e675a460198b0d7b331800c4c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3935156e675a460198b0d7b331800c4c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3935156e675a460198b0d7b331800c4c.png', 'size': ''}]",132602,a51d2c1c-358f-4a7f-8787-ad4e9079c3b7,4209290,2009-06-19,['progressive metal'],https://www.last.fm/music/Dream+Theater/Black+Clouds+&+Silver+Linings,12.96,Dream Theater,Black Clouds & Silver Linings
Sacramentum,Far Away from the Sun,,"['melodic black metal', 'swedish black metal', 'favorite albums', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/784848fa61310555b19ae41399482e3e.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/784848fa61310555b19ae41399482e3e.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/784848fa61310555b19ae41399482e3e.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/784848fa61310555b19ae41399482e3e.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/784848fa61310555b19ae41399482e3e.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/784848fa61310555b19ae41399482e3e.png', 'size': ''}]",13221,0c7df3c7-1942-4fc8-86b4-3c161d1924f3,300365,1996,['black metal'],https://www.last.fm/music/Sacramentum/Far+Away+from+the+Sun,12.37,Sacramentum,Far Away from the Sun
Sonata Arctica,Winterheart's Guild,,"['albums i own', '2003']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/840768acdb39a5d98860a248e53f9245.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/840768acdb39a5d98860a248e53f9245.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/840768acdb39a5d98860a248e53f9245.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/840768acdb39a5d98860a248e53f9245.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/840768acdb39a5d98860a248e53f9245.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/840768acdb39a5d98860a248e53f9245.png', 'size': ''}]",132014,9c9f992c-af31-4b60-80d4-24ccd5fa4a40,3299400,2003-02-21,"['power metal', 'symphonic metal', 'melodic metal']",https://www.last.fm/music/Sonata+Arctica/Winterheart%27s+Guild,13.910000000000002,Sonata Arctica,Winterheart's Guild
Necrophagist,Epitaph,,"['brutal death metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/2b34c41e536b99b013ba012ba3f81a03.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/2b34c41e536b99b013ba012ba3f81a03.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/2b34c41e536b99b013ba012ba3f81a03.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2b34c41e536b99b013ba012ba3f81a03.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2b34c41e536b99b013ba012ba3f81a03.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2b34c41e536b99b013ba012ba3f81a03.png', 'size': ''}]",132001,6fd013d6-d481-45fe-8746-e99de6cd6aeb,3233986,2004-08-03,"['technical death metal', 'death metal', 'progressive death metal']",https://www.last.fm/music/Necrophagist/Epitaph,19.06,Necrophagist,Epitaph
Dark Tranquillity,Character,,"['albums i own', 'metal', 'gothenburg metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9d7ce54b31d456fb8cca61cbe293f26.png', 'size': ''}]",131866,6e4c7e0b-bb52-4376-a6a1-a7d55a836f38,4577568,2005-01-19,"['melodic death metal', 'death metal']",https://www.last.fm/music/Dark+Tranquillity/Character,14.910000000000002,Dark Tranquillity,Character
Bathory,Blood Fire Death,,"['albums i own', '1988']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/96a599e4b34982fe0a26b020f708c5e2.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/96a599e4b34982fe0a26b020f708c5e2.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/96a599e4b34982fe0a26b020f708c5e2.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/96a599e4b34982fe0a26b020f708c5e2.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/96a599e4b34982fe0a26b020f708c5e2.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/96a599e4b34982fe0a26b020f708c5e2.png', 'size': ''}]",131779,ae894b9c-8211-3dcd-ab3f-5c0960d2e4c6,2625890,1988-10-08,"['black metal', 'viking metal', 'thrash metal']",https://www.last.fm/music/Bathory/Blood+Fire+Death,22.1,Bathory,Blood Fire Death
Immortal,Sons of Northern Darkness,,"['albums i own', 'norwegian black metal', 'melodic black metal', 'true norwegian black metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/963a77696c8e4db6aa18a3be3456d0b3.png', 'size': ''}]",131660,e17e96c7-7bf0-4f06-859c-bb0227002c29,2939164,2002-02-05,['black metal'],https://www.last.fm/music/Immortal/Sons+of+Northern+Darkness,23.02,Immortal,Sons of Northern Darkness
Kamelot,Ghost Opera,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ca4f4c97b2a6478eb8acd141a6edab6a.png', 'size': ''}]",131369,a7d8f911-7345-436c-8dc6-24590d03589e,3380259,2007-03-29,"['power metal', 'symphonic metal', 'symphonic power metal']",https://www.last.fm/music/Kamelot/Ghost+Opera,9.670000000000002,Kamelot,Ghost Opera
Megadeth,Endgame,,"['albums i own', '2009', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/211a6dd8f7c374f2c3ff1793d9438373.png', 'size': ''}]",130730,460985b2-f245-363f-8841-aff7f2d2f0ef,5013175,2009-09-09,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Megadeth/Endgame,18.87,Megadeth,Endgame
