artist,album,MA_score
W.A.S.P.,The Neon God: Part One - The Rise,5.6899999999999995
Primal Fear,Unbreakable,5.680000000000001
Akercocke,"Words That Go Unspoken, Deeds That Go Undone",5.68
Esoteric,The Maniacal Vale,5.68
Overkill,Necroshine,5.68
Stryper,To Hell with the Devil,5.68
Virgin Steele,Visions of Eden,5.68
Anaal Nathrakh,A New Kind of Horror,5.67
Eternal Champion,Ravening Iron,5.67
Lacuna Coil,In a Reverie,5.67
Peste Noire,Ballade cuntre lo Anemi francor,5.67
Queensrÿche,Tribe,5.67
Rhapsody of Fire,Symphony of Enchanted Lands II: The Dark Secret,5.67
Sunn O))),Flight of the Behemoth,5.67
Sunn O))),The Grimmrobe Demos,5.67
DevilDriver,The Fury of Our Maker's Hand,5.66
God Forbid,Gone Forever,5.66
Pentagram,Be Forewarned,5.66
Rhapsody of Fire,Rain of a Thousand Flames,5.66
Septicflesh,Sumerian Daemons,5.66
Tyrant,Too Late to Pray,5.66
Grey Waters,Below the Ever Setting Sun,5.65
Powerwolf,The Sacrament of Sin,5.65
Solitude Aeturnus,Into the Depths of Sorrow,5.65
Vinterriket,Winterschatten,5.65
Accept,The Rise of Chaos,5.6499999999999995
Sunn O))),ØØ Void,5.6499999999999995
Brown Jenkins,Death Obsession,5.640000000000001
Coroner,Grin,5.640000000000001
Cult of Luna,Salvation,5.640000000000001
Vintersorg,Till fjälls,5.640000000000001
Absu,The Sun of Tiphareth,5.64
Belphegor,The Last Supper,5.64
Gorod,Leading Vision,5.64
Iron Maiden,Maiden Japan,5.64
Revocation,The Outer Ones,5.64
Twilightning,Delirium Veil,5.64
Virgin Steele,The House of Atreus - Act I,5.64
Woods of Ypres,IV: The Green Album,5.64
Children of Bodom,I Worship Chaos,5.630000000000001
Thy Art Is Murder,Infinite Death,5.630000000000001
Whitechapel,The Valley,5.630000000000001
Goatwhore,Blood for the Master,5.63
Iron Savior,Megatropolis,5.63
Neurosis,Given to the Rising,5.63
Spastic Ink,Ink Complete,5.63
Steeler,Steeler,5.63
Stratovarius,Fourth Dimension,5.63
Neurosis,Times of Grace,5.620000000000001
Acherontas,Vamachara,5.62
Deceased,Surreal Overdose,5.62
Nocturnal Rites,Shadowland,5.62
Samael,Passage,5.62
Seeds of Iblis,Jihad Against Islam,5.62
Darkness,Death Squad,5.619999999999999
The Ruins of Beverast,Unlock the Shrine,5.619999999999999
Burn the Priest,Burn the Priest,5.61
Fastkill,Infernal Thrashing Holocaust,5.61
Isengard,Høstmørke,5.609999999999999
Manilla Road,Voyager,5.609999999999999
Mayhem,Studio Tracks,5.609999999999999
Persuader,Evolution Purgatory,5.609999999999999
Anvil,Metal on Metal,5.6
Septicflesh,Codex Omega,5.6
Shores of Sheol,Forlorn Realms,5.6
Unleashed,Hammer Battalion,5.6
Abigor,Fractal Possession,5.59
Cephalic Carnage,Anomalies,5.59
Cosmic Atrophy,Codex Incubo,5.59
Gamma Ray,Power Plant,5.59
Mourning Beloveth,The Sullen Sulcus,5.59
Pig Destroyer,Natasha,5.59
Sacrifice,Soldiers of Misfortune,5.59
Stillborn,Los asesinos del sur,5.59
Ulver,Shadows of the Sun,5.59
Argus,Beyond the Martyrs,5.58
Azarath,Diabolic Impious Evil,5.58
Be'lakor,Stone's Reach,5.58
Cryptopsy,The Unspoken King,5.58
Daylight Dies,Lost to the Living,5.58
Destroy Destroy Destroy,Battle Sluts,5.58
Excalion,Waterlines,5.58
Gorguts,Pleiades' Dust,5.58
Heaven Shall Burn,Iconoclast,5.58
Mare Cognitum,Phobos Monolith,5.58
Omen,Battle Cry,5.58
Vader,The Beast,5.58
Vital Remains,Let Us Pray,5.58
Agalloch,From Which of This Oak,5.57
Batushka,Литоургиiа,5.57
Dark Tranquillity,Skydancer,5.57
Jute Gyte,Old Ways,5.57
My Dying Bride,A Line of Deathless Kings,5.57
Sigh,Imaginary Sonicscape,5.57
Behemoth,Pandemonic Incantations,5.569999999999999
Brutality,Screams of Anguish,5.5600000000000005
Manilla Road,Open the Gates,5.5600000000000005
Symphony X,Symphony X,5.5600000000000005
Enforcer,Zenith,5.56
Finntroll,Nifelvind,5.56
Kreator,Endorama,5.56
Drudkh,Anti-Urban,5.55
Mirrorthrone,Carriers of Dust,5.55
Overkill,Bloodletting,5.55
Asunder,Works Will Come Undone,5.540000000000001
Orphaned Land,The Never Ending Way of ORwarriOR,5.540000000000001
Celtic Frost,Emperor's Return,5.54
Lich King,Necromantic Maelstrom,5.54
Martyr,Warp Zone,5.54
Nokturnal Mortum,Weltanschauung,5.54
Saint Vitus,V,5.54
Stratovarius,II,5.54
Battle Beast,Battle Beast,5.539999999999999
Andromeda,Extension of the Wish,5.53
Def Leppard,High 'n' Dry,5.53
Dimension Zero,Silent Night Fever,5.53
Judas Iscariot,Thy Dying Light,5.53
Nargaroth,Geliebte des Regens,5.53
Whispered,Metsutan - Songs of the Void,5.53
Blaze Bayley,Promise and Terror,5.529999999999999
Corrosion of Conformity,Wiseblood,5.529999999999999
Preludium,Impending Hostility,5.529999999999999
Skáphe,Skáphe²,5.529999999999999
Skyfire,Spectral,5.529999999999999
Dies Irae,Secret Veils of Passion,5.5200000000000005
Intestine Baalism,An Anatomy of the Beast,5.5200000000000005
Animus,"Poems for the Aching, Swords for the Infuriated",5.52
Armored Saint,Symbol of Salvation,5.52
Necrophobic,Death to All,5.52
Storm Corrosion,Storm Corrosion,5.52
Teitanblood,Seven Chalices,5.52
Ulver,Themes from William Blake's The Marriage of Heaven and Hell,5.52
Varathron,His Majesty at the Swamp,5.52
Belphegor,Bondage Goat Zombie,5.51
Dismember,Hate Campaign,5.51
Gamma Ray,Insanity and Genius,5.51
Municipal Waste,Slime and Punishment,5.51
Obituary,Obituary,5.51
Rage,The Missing Link,5.51
Impending Doom,Nailed. Dead. Risen.,5.5
Lordi,The Arockalypse,5.5
Necromantia,Scarlet Evil Witching Black,5.5
Order from Chaos,Stillbirth Machine,5.5
Suicidal Tendencies,Suicidal Tendencies,5.5
Cavalera Conspiracy,Inflikted,5.49
Einherjer,Blot,5.49
Evergrey,Torn,5.49
Megadeth,Last Rites,5.49
Strid,End of Life,5.49
Manilla Road,Invasion,5.489999999999999
Opeth,In Cauda Venenum,5.489999999999999
Funebrarum,The Sleep of Morbid Dreams,5.48
Hades,The Dawn of the Dying Sun,5.48
Lost Society,Fast Loud Death,5.48
Mortician,House by the Cemetery,5.48
Obscura,Akróasis,5.48
Samael,Above,5.48
Tad Morose,Matters of the Dark,5.48
Grave,Endless Procession of Souls,5.470000000000001
HammerFall,Infected,5.470000000000001
Novembre,Materia,5.470000000000001
Trivium,Ember to Inferno,5.470000000000001
Uncle Acid and the Deadbeats,Blood Lust,5.470000000000001
Falls of Rauros,The Light That Dwells in Rotten Wood,5.47
Thin Lizzy,Thunder and Lightning,5.47
Iced Earth,The Glorious Burden,5.460000000000001
...and Oceans,Cypher,5.46
Darkspace,Dark Space I,5.46
Dimmu Borgir,Godless Savage Garden,5.46
Pandemonium,Misanthropy,5.46
Riot V,The Privilege of Power,5.46
Sabaton,The Art of War,5.46
Ásmegin,Arv,5.45
Paradox,Heresy,5.45
Superjoint Ritual,Use Once and Destroy,5.45
Swallow the Sun,Emerald Forest and the Blackbird,5.45
Tristania,Illumination,5.45
Lantlôs,Agape,5.449999999999999
Scorpions,Humanity - Hour I,5.449999999999999
Cloven Hoof,A Sultan's Ransom,5.44
Ancient Bards,The Alliance of the Kings (The Black Crystal Sword Saga Pt.I),5.4399999999999995
Axis of Advance,Obey,5.4399999999999995
Hypnosia,Extreme Hatred,5.4399999999999995
Keep of Kalessin,Armada,5.4399999999999995
Mastodon,Emperor of Sand,5.4399999999999995
Venom,Prime Evil,5.4399999999999995
Saxon,Power & the Glory,5.430000000000001
Theatre of Tragedy,Velvet Darkness They Fear,5.430000000000001
Anathema,Weather Systems,5.43
Edguy,Superheroes,5.43
Naglfar,Téras,5.43
Pharaoh,Be Gone,5.43
Sentenced,The Funeral Album,5.43
Violent Force,Malevolent Assault of Tomorrow,5.43
Fifth Angel,Fifth Angel,5.42
Flotsam and Jetsam,Cuatro,5.42
Lacuna Coil,Broken Crown Halo,5.42
Manticora,Darkness with Tales to Tell,5.42
Napalm Death,Enemy of the Music Business,5.42
Toxic Holocaust,Conjure and Command,5.42
Fullmoon,United Aryan Evil,5.419999999999999
Amebix,Sonic Mass,5.41
Communic,Conspiracy in Mind,5.41
Communic,Waves of Visual Decay,5.41
Gorefest,False,5.41
Incubus,Beyond the Unknown,5.41
Man Must Die,...Start Killing,5.41
Sacred Reich,Awakening,5.41
Varathron,Patriarchs of Evil,5.41
Vicious Rumors,Digital Dictator,5.41
When Mine Eyes Blacken,When Mine Eyes Blacken,5.41
Allegiance,Hymn till hangagud,5.4
Devil Doll,The Girl Who Was... Death,5.4
Kreator,Live Kreation,5.4
Novembre,Novembrine Waltz,5.4
Pain of Salvation,Remedy Lane,5.4
Saor,Guardians,5.4
Taake,Taake,5.4
Hellripper,Black Arts & Alchemy,5.3999999999999995
Devourment,1.3.8.,5.390000000000001
Dream Theater,The Astonishing,5.390000000000001
Halford,Crucible,5.390000000000001
Metallica,Creeping Death,5.390000000000001
Moonspell,Under Satanæ,5.390000000000001
Morpheus Descends,Ritual of Infinity,5.390000000000001
Napalm Death,Utopia Banished,5.390000000000001
Paradox,Collision Course,5.390000000000001
Visions of Atlantis,Delta,5.390000000000001
Krisiun,Ageless Venomous,5.39
Metallica,The $5.98 EP - Garage Days Re-Revisited,5.39
Ария,Мания величия,5.39
Gorefest,Mindloss,5.380000000000001
Carnivore,Retaliation,5.38
Eldamar,The Force of the Ancient Land,5.38
Gorgoroth,A Sorcery Written in Blood,5.38
Kamelot,The Fourth Legacy,5.38
Power Trip,Manifest Decimation,5.38
Theatre of Tragedy,Aégis,5.38
Týr,Valkyrja,5.38
Wolf,The Black Flame,5.38
Bloodshot Dawn,Demons,5.37
Draconian,The Burning Halo,5.37
Paradox,Riot Squad,5.37
Possessed,The Eyes of Horror,5.37
Reverend Bizarre,III: So Long Suckers,5.37
Yngwie Malmsteen,Marching Out,5.37
Tankard,The Meaning of Life,5.36
Watain,Sworn to the Dark,5.36
Anti,The Insignificance of Life,5.359999999999999
Corrosion of Conformity,Deliverance,5.359999999999999
Desaster,The Arts of Destruction,5.359999999999999
Forteresse,Métal noir québécois,5.359999999999999
Jag Panzer,Thane to the Throne,5.359999999999999
Oranssi Pazuzu,Muukalainen puhuu,5.359999999999999
Revenant,Prophecies of a Dying World,5.359999999999999
Shape of Despair,Shades of...,5.359999999999999
Soundgarden,Ultramega OK,5.359999999999999
Unmoored,Indefinite Soul-Extension,5.359999999999999
Vio-lence,Nothing to Gain,5.3500000000000005
Augury,Fragmentary Evidence,5.35
Firth of Damnation,Carpe Diem,5.35
Havohej,Dethrone the Son of God,5.35
Primal Fear,Delivering the Black,5.35
Satan's Host,By the Hands of the Devil,5.35
Witchcraft,Witchcraft,5.35
Аркона,"Goi, Rode, goi!",5.35
Anathema,Judgement,5.34
Beast in Black,From Hell with Love,5.34
Falconer,Black Moon Rising,5.34
Forced Entry,"As Above, So Below",5.34
Forgotten Tomb,Songs to Leave,5.34
In Flames,Sounds of a Playground Fading,5.34
Korpiklaani,Tales Along This Road,5.34
Monads,Intellectus Iudicat Veritatem,5.34
Stratovarius,Fright Night,5.34
The Sins of Thy Beloved,Lake of Sorrow,5.34
Whiplash,Power and Pain,5.34
Ambush,Desecrator,5.33
Grand Magus,Iron Will,5.33
Krypts,Unending Degradation,5.33
Nails,You Will Never Be One of Us,5.33
Strid,Strid,5.33
Urgehal,Ikonoklast,5.33
Beneath the Massacre,Evidence of Inequity,5.32
Dead Congregation,Promulgation of the Fall,5.32
Demons & Wizards,III,5.32
Forteresse,Thèmes pour la rébellion,5.32
Hexen,State of Insurgency,5.32
Power Quest,Neverworld,5.32
Solution .45,For Aeons Past,5.32
The Haunted,Revolver,5.32
The Rotted,Get Dead or Die Trying,5.32
Ulver,A Quick Fix of Melancholy,5.32
Taranis / Heinrichreich,Ancient Will,5.319999999999999
Baroness,Red Album,5.3100000000000005
Covenant,Nexus Polaris,5.3100000000000005
Depravity,Silence of the Centuries,5.3100000000000005
Falkenbach,Tiurida,5.3100000000000005
Job for a Cowboy,Sun Eater,5.3100000000000005
Whitechapel,A New Era of Corruption,5.31
Blind Guardian,Live,5.300000000000001
Dragonland,Astronomy,5.300000000000001
Wormed,Krighsu,5.300000000000001
Blotted Science,The Machinations of Dementia,5.3
Obliteration,Black Death Horizon,5.290000000000001
Battle Beast,Bringer of Pain,5.29
Desultory,Counting Our Scars,5.29
Dream Theater,Falling into Infinity,5.29
Exhumed,Necrocracy,5.29
Machine Head,Bloodstone & Diamonds,5.29
Pentagram,First Daze Here (The Vintage Collection),5.29
Blaze,Silicon Messiah,5.28
Cattle Decapitation,Karma.Bloody.Karma,5.28
Despised Icon,The Healing Process,5.28
Devourment,Unleash the Carnivore,5.28
Entombed,Wolverine Blues,5.28
Motörhead,Inferno,5.28
Scorpions,In Trance,5.28
Scorpions,Virgin Killer,5.28
Vomitory,Redemption,5.28
Àrsaidh,Roots,5.279999999999999
Grave,As Rapture Comes,5.279999999999999
Vader,Blood,5.279999999999999
Warbringer,Worlds Torn Asunder,5.279999999999999
Eyehategod,In the Name of Suffering,5.2700000000000005
The Matt Parsons Band,"Alas, Tyranny",5.2700000000000005
Arch / Matheos,Winter Ethereal,5.27
Danzig,Deth Red Sabaoth,5.27
Ghoul,Maniaxe,5.27
Graveland,The Celtic Winter,5.27
Heretoir,Heretoir,5.27
Moonspell,Alpha Noir,5.27
Helion Prime,Helion Prime,5.26
Metallica,Lords of Summer (First Pass Version),5.26
Mortiis,Født til å herske,5.26
Orphaned Land,All Is One,5.26
Shadows Fall,Of One Blood,5.26
Abyssal,Denouement,5.25
Akercocke,Rape of the Bastard Nazarene,5.25
Cruciamentum,Engulfed in Desolation,5.25
Graveland,Creed of Iron,5.25
Hour of Penance,Sedition,5.25
Jungle Rot,Dead and Buried,5.25
Keep of Kalessin,Reptilian,5.25
Moloch,Verwüstung,5.25
Monstrosity,The Passage of Existence,5.25
Primal Fear,Devil's Ground,5.25
Sepultura,Machine Messiah,5.25
Sinergy,Suicide by My Side,5.25
Spectral Lore,Gnosis,5.25
Wargasm,Why Play Around?,5.25
Comatose Vigil,Not a Gleam of Hope,5.24
Cromlech,Ave Mortis,5.24
Deeds of Flesh,Inbreeding the Anthropophagi,5.24
Funeral,From These Wounds,5.24
Funeral,Tragedies,5.24
God Dethroned,Passiondale (Passchendaele),5.24
John Arch,A Twist of Fate,5.24
Labÿrinth,"Return to Heaven Denied Pt. II - ""A Midnight Autumn's Dream""",5.24
Charred Walls of the Damned,Charred Walls of the Damned,5.23
Dødheimsgard,Supervillain Outcast,5.23
Edguy,King of Fools,5.23
Nargaroth,Herbstleyd,5.23
Nile,Vile Nilotic Rites,5.23
Nokturnal Mortum,Twilightfall,5.23
Sarcófago,The Laws of Scourge,5.23
Skepticism,Aes,5.23
Sodom,Get What You Deserve,5.2299999999999995
Black Sabbath,Forbidden,5.220000000000001
Make a Change... Kill Yourself,Make a Change... Kill Yourself,5.220000000000001
The Sword,Age of Winters,5.220000000000001
UnSun,The End of Life,5.22
Dream Evil,The Book of Heavy Metal,5.21
Faith No More,Introduce Yourself,5.21
Helstar,This Wicked Nest,5.21
Persefone,Aathma,5.21
Skid Row,Subhuman Race,5.21
Therion,Lepaca Kliffoth,5.21
Midnight,Satanic Royalty,5.209999999999999
Katharsis,VVorldVVithoutEnd,5.2
Nadja,Thaumogenesis,5.2
Napalm Death,Throes of Joy in the Jaws of Defeatism,5.2
Sadus,Out for Blood,5.2
Immortal,Immortal,5.199999999999999
Nazxul,Iconoclast,5.199999999999999
Bloodbath,The Arrow of Satan Is Drawn,5.1899999999999995
Crematory,Denial,5.1899999999999995
Darvulia,L'Alliance des venins,5.1899999999999995
Elvenking,Two Tragedy Poets (...and a Caravan of Weird Figures),5.1899999999999995
Heidevolk,Walhalla wacht,5.1899999999999995
Manilla Road,Out of the Abyss,5.1899999999999995
Tenet,Sovereign,5.1899999999999995
閃靈,武徳 / Bú-Tik,5.1899999999999995
Decrepitaph,Profane Doctrines Unburied,5.18
Deep Purple,Fireball,5.18
Iron Savior,Unification,5.18
Napalm Death,Mentally Murdered,5.18
Tvangeste,Firestorm,5.18
Dimension Zero,He Who Shall Not Bleed,5.17
Exumer,Rising from the Sea,5.17
Hacksaw to the Throat,Wastelands,5.17
Necros Christos,Trivne Impvrity Rites,5.17
Paradise Lost,Host,5.17
Risk,The Daily Horror News,5.17
Saxon,The Inner Sanctum,5.17
Scanner,Terminal Earth,5.17
Sepultura,Kairos,5.17
The Black Dahlia Murder,Nightbringers,5.17
Vital Remains,Into Cold Darkness,5.17
Below,Across the Dark River,5.16
Dream Evil,United,5.16
Impaled Nazarene,Pro Patria Finlandia,5.16
Vomitory,Opus Mortis VIII,5.16
White Wizzard,Infernal Overdrive,5.16
Death Angel,Relentless Retribution,5.15
Dehumanized,Controlled Elite,5.15
Queensrÿche,Hear in the Now Frontier,5.15
Sentenced,Down,5.15
Summoning,With Doom We Come,5.15
Voivod,The Outer Limits,5.15
Within Temptation,Enter,5.15
Ария,Герой асфальта,5.15
Draconian,Where Lovers Mourn,5.1499999999999995
Korpiklaani,Ukon Wacka,5.14
Mourning Beloveth,A Disease for the Ages,5.14
Spazztic Blurr,Before...and After,5.14
Cain's Offering,Stormcrow,5.130000000000001
Enslaved,Yggdrasill,5.13
Saint Vitus,Lillie: F-65,5.13
Uncanny,Splenium for Nyktophobia,5.13
W.A.S.P.,K.F.D.,5.13
Wolves in the Throne Room,Thrice Woven,5.13
Riot V,Armor of Light,5.129999999999999
Anthrax,I'm the Man,5.120000000000001
Steelwing,Zone of Alienation,5.120000000000001
Anthrax,We've Come for You All,5.12
Hollenthon,Domus Mundi,5.12
Nailbomb,Point Blank,5.12
Sacrifice,The Ones I Condemn,5.12
Sodom,Decision Day,5.12
Solstice,White Horse Hill,5.12
Vorum,Poisoned Void,5.119999999999999
Blaze Bayley,The King of Metal,5.11
Enforcer,From Beyond,5.11
Twisted Sister,Under the Blade,5.11
Derkéta,In Death We Meet,5.109999999999999
Dio,Sacred Heart,5.109999999999999
Ministry,Filth Pig,5.109999999999999
Napalm Death,The Code Is Red... Long Live the Code,5.109999999999999
Drug Honkey,Death Dub,5.1000000000000005
...and Oceans,The Dynamic Gallery of Thoughts,5.1
Abigor,Orkblut - The Retaliation,5.1
Aura Noir,The Merciless,5.1
Blood of Kingu,De Occulta Philosophia,5.1
Borknagar,Quintessence,5.1
Clair Cassis,Clair Cassis,5.1
Death Karma,The History of Death & Burial Rituals Part I,5.1
Demoncy,Joined in Darkness,5.1
Fleshgod Apocalypse,King,5.1
Monstrosity,Imperial Doom,5.1
Saint Vitus,Hallow's Victim,5.1
Savatage,Handful of Rain,5.1
Smohalla,Résilience,5.1
After Forever,Prison of Desire,5.09
Dekapitator,The Storm Before the Calm,5.09
Falconer,Northwind,5.09
Mgła,Exercises in Futility,5.09
Pain of Salvation,The Perfect Element I,5.09
Strapping Young Lad,Heavy as a Really Heavy Thing,5.09
Urgehal,Through Thick Fog till Death,5.09
Amon Amarth,Sorrow Throughout the Nine Worlds,5.08
Enslaved,Thorn,5.08
Havok,V,5.08
National Suicide,The Old Family Is Still Alive,5.08
Negură Bunget,Vîrstele pămîntului,5.08
Ozzy Osbourne,Scream,5.08
Tankard,B-Day,5.08
Dark Tranquillity,We Are the Void,5.07
My Dying Bride,Symphonaire Infernus et Spera Empyrium,5.07
Saxon,Call to Arms,5.07
Sigh,Gallows Gallery,5.07
Winterfylleth,The Ghost of Heritage,5.07
Chaos Inception,The Abrogation,5.06
Dawn of Tears,Descent,5.050000000000001
Katatonia,Jhva Elohim Meth,5.050000000000001
Scorpions,Crazy World,5.050000000000001
Tank,Filth Hounds of Hades,5.050000000000001
Autopsy,The Tomb Within,5.05
Kreator,Cause for Conflict,5.05
Nasum,Helvete,5.05
Pseudogod,Deathwomb Catechesis,5.05
Rigor Mortis,Freaks,5.05
Within Temptation,Hydra,5.05
Ария,Крещение огнём,5.05
Battle Beast,Unholy Savior,5.04
Grave Digger,Knights of the Cross,5.04
Last Kingdom,Chronicles of the North,5.04
Masterplan,Masterplan,5.04
Moonspell,Darkness and Hope,5.04
Nocturnal Rites,Afterlife,5.04
Queensrÿche,Condition Hüman,5.04
Thulcandra,Under a Frozen Sun,5.039999999999999
Korpiklaani,Voice of Wilderness,5.03
Malthusian,Below the Hengiform,5.03
Stratovarius,Elements Pt. 2,5.03
Arch Enemy,Khaos Legions,5.029999999999999
Assaulter,Boundless!,5.029999999999999
Dethklok,Dethalbum III,5.029999999999999
Fallujah,The Harvest Wombs,5.029999999999999
Persuader,The Fiction Maze,5.029999999999999
Ayreon,The Universal Migrator Part II: Flight of the Migrator,5.0200000000000005
Revenge,Scum.Collapse.Eradication,5.0200000000000005
Riot V,Narita,5.0200000000000005
Sorcerer,In the Shadow of the Inverted Cross,5.0200000000000005
Death,Reign of Terror,5.02
Nekrogoblikon,Goblin Island,5.02
Samael,Eternal,5.02
Accept,Breaker,5.01
Alice in Chains,MTV Unplugged,5.01
Deep Purple,Stormbringer,5.01
Disgorge,Forensick,5.01
Finntroll,Jaktens tid,5.01
Grave Digger,Excalibur,5.01
Marduk,World Funeral,5.01
Pungent Stench,For God Your Soul... For Me Your Flesh,5.01
Sirenia,The 13th Floor,5.01
Abominable Putridity,In the End of Human Existence,5.0
Elvenking,The Scythe,5.0
Exorcist,Nightmare Theatre,5.0
Novembers Doom,The Novella Reservoir,5.0
Rush,Vapor Trails,5.0
Short Bus Pile Up,Repulsive Display of Human Upholstery,5.0
Six Feet Under,Death Rituals,5.0
Sleep,The Sciences,5.0
Sombres Forêts,Quintessence,5.0
Virgin Steele,Noble Savage,5.0
El-Ahrairah,El-Ahrairah,4.99
Faith No More,"King for a Day, Fool for a Lifetime",4.99
Swallow the Sun,New Moon,4.99
Xasthur,Defective Epitaph,4.99
Anvil,Forged in Fire,4.98
Emperor,Wrath of the Tyrant,4.98
Epicardiectomy,Abhorrent Stench of Posthumous Gastrorectal Desecration,4.98
Lazarus A.D.,The Onslaught,4.98
Nattefrost,Terrorist (Nekronaut Pt. I),4.98
Pain of Salvation,In the Passing Light of Day,4.98
Unleash the Archers,Abyss,4.98
DragonForce,Reaching into Infinity,4.9799999999999995
Annihilator,"Ballistic, Sadistic",4.970000000000001
Mutilator,Immortal Force,4.970000000000001
Panopticon,Roads to the North,4.970000000000001
The Vision Bleak,Set Sail to Mystery,4.970000000000001
Warrant,The Enforcer,4.970000000000001
Aortic Regurgitation,Aortic Regurgitation,4.97
Krisiun,Works of Carnage,4.97
Lifelover,Erotik,4.97
Malevolent Creation,Warkult,4.97
Nocturnal Rites,In a Time of Blood and Fire,4.97
Scorpions,Lovedrive,4.97
Watain,Rabid Death's Curse,4.97
Lunatica,Fables & Dreams,4.960000000000001
Mordred,Fool's Game,4.96
Municipal Waste,Massive Aggressive,4.96
Rage,Unity,4.96
Vehemence,Helping the World to See,4.96
The Haunted,Made Me Do It,4.959999999999999
Brutus,Slachtbeest,4.95
Disincarnate,Dreams of the Carrion Kind,4.95
Funeral Fog,Under the Black Veil,4.95
Grip Inc.,Nemesis,4.95
Kraanium,Post Mortal Coital Fixation,4.95
Kult ov Azazel,Triumph of Fire,4.95
The Morningside,"The Wind, the Trees and the Shadows of the Past",4.95
Mekong Delta,The Music of Erich Zann,4.949999999999999
Taake,Stridens hus,4.949999999999999
Arsis,Starve for the Devil,4.94
Dark Fortress,Ylem,4.94
Mantic Ritual,Executioner,4.94
Black Witchery,Inferno of Sacred Destruction,4.9399999999999995
Death,Live in L.A. (Death & Raw),4.9399999999999995
Forest of Shadows,Where Dreams Turn to Dust,4.9399999999999995
Jag Panzer,Mechanized Warfare,4.9399999999999995
Krokus,Headhunter,4.9399999999999995
Nocturnal Rites,New World Messiah,4.9399999999999995
Obtained Enslavement,Witchcraft,4.9399999999999995
Rebellion,Arise: From Ginnungagap to Ragnarök - The History of the Vikings Volume III,4.9399999999999995
Scorpions,Savage Amusement,4.9399999999999995
Kyuss,Wretch,4.930000000000001
Aborted,Strychnine.213,4.93
Armagedda,Ond Spiritism: Djæfvvlens Skalder Anno Serpenti MMIV,4.93
Bongripper,Satan Worshipping Doom,4.93
Cult of Fire,मृत्यु का तापसी अनुध्यान,4.93
Enthroned,Obsidium,4.93
Eucharist,A Velvet Creation,4.93
Midnight Priest,Aggressive Hauntings,4.93
Nécropole,Ostara,4.93
Xasthur / Leviathan,Xasthur / Leviathan,4.93
Aeon,Rise to Dominate,4.92
Alcest,Spiritual Instinct,4.92
Dismember,Where Ironcrosses Grow,4.92
Dystopia,Human = Garbage,4.92
Enthroned,Carnage in Worlds Beyond,4.92
Moonblood,Blut & Krieg,4.92
Naglfar,Harvest,4.92
Razor,Malicious Intent,4.92
Soundgarden,Louder than Love,4.92
Newsted,Metal,4.919999999999999
Entombed,"To Ride, Shoot Straight and Speak the Truth",4.91
Krisiun,The Great Execution,4.91
Pallbearer,Heartless,4.91
Persefone,Spiritual Migration,4.91
Arjen Anthony Lucassen,Lost in the New Real,4.909999999999999
An Axis of Perdition,Deleted Scenes from the Transition Hospital,4.9
Armour,Armour,4.9
Autumnal Winds,Venerari Sacra Mysteria,4.9
Cage,Science of Annihilation,4.9
Carnifex,Hell Chose Me,4.9
DevilDriver,Beast,4.9
High on Fire,The Art of Self Defense,4.9
Nasum,Human 2.0,4.9
Swashbuckle,Back to the Noose,4.9
Carnifex,Dead in My Arms,4.890000000000001
Iron Savior,Kill or Get Killed,4.890000000000001
Savage Circus,Of Doom and Death,4.890000000000001
Becoming the Archetype,The Physics of Fire,4.89
Destruction,Thrash Anthems,4.89
Horde,Hellig usvart,4.89
Mötley Crüe,Theatre of Pain,4.89
Overkill,Power in Black,4.89
Blaze Bayley,Infinite Entanglement,4.88
Deep Purple,Shades of Deep Purple,4.88
Entrails,The Tomb Awaits,4.88
Esoteric,The Pernicious Enigma,4.88
Gojira,The Link,4.88
Megadeth,Head Crusher,4.88
Primal Fear,Primal Fear,4.88
Twisted Sister,You Can't Stop Rock 'n' Roll,4.88
Bewitcher,Under the Witching Cross,4.87
Deep Purple,Deep Purple,4.87
Horna,Askel lähempänä Saatanaa,4.87
Kyuss,Welcome to Sky Valley,4.87
Omnium Gatherum,Spirits and August Light,4.87
Pagan's Mind,God's Equation,4.87
Teeth of Lions Rule the Divine,Rampton,4.87
Bonded by Blood,Exiled to Earth,4.86
Centurion,Serve No One,4.86
Chaos over Cosmos,The Unknown Voyage,4.86
Cult of Luna,The Beyond,4.86
Dokken,Under Lock and Key,4.86
Fates Warning,Parallels,4.86
Meanstreak,Roadkill,4.86
Savage Master,"Myth, Magic and Steel",4.86
Virgin Black,Sombre Romantic,4.86
DevilDriver,DevilDriver,4.859999999999999
Limbonic Art,In Abhorrence Dementia,4.859999999999999
Messa,Belfry,4.859999999999999
Edguy,Tinnitus Sanctus,4.85
Fyrnask,Bluostar,4.85
Liege Lord,Freedom's Rise,4.85
Putridity,Ignominious Atonement,4.85
Steel,Heavy Metal Machine,4.85
Thanatos,Justified Genocide,4.85
Cormorant,Metazoa,4.84
Elvenking,The Pagan Manifesto,4.84
Krisiun,AssassiNation,4.84
Mournful Congregation,The Monad of Creation,4.84
Savatage,The Wake of Magellan,4.84
Alice in Chains,Rainier Fog,4.83
As I Lay Dying,Frail Words Collapse,4.83
Cancer,The Sins of Mankind,4.83
Delain,Apocalypse & Chill,4.83
Electric Wizard,Let Us Prey,4.83
My Dying Bride,Feel the Misery,4.83
Rage,Reign of Fear,4.83
