artist,album,MA_score
Iced Earth,"Framing Armageddon (Something Wicked, Part 1)",10.719999999999999
Megadeth,Super Collider,10.71
Sodom,Tapping the Vein,10.71
Whitechapel,The Somatic Defilement,10.709999999999999
Lurker of Chalice,Lurker of Chalice,10.700000000000001
My Dying Bride,"Songs of Darkness, Words of Light",10.69
Judas Priest,Redeemer of Souls,10.68
Anthrax,State of Euphoria,10.67
Enslaved,Eld,10.67
Wolves in the Throne Room,Diadem of 12 Stars,10.67
Warning,Watching from a Distance,10.66
Falkenbach,...magni blandinn ok megintíri...,10.649999999999999
Type O Negative,Dead Again,10.639999999999999
Turisas,Battle Metal,10.63
Bloodbath,Nightmares Made Flesh,10.61
Grave Digger,The Grave Digger,10.6
Hypocrisy,Virus,10.6
Hate Eternal,King of All Kings,10.59
Napalm Death,Harmony Corruption,10.59
Judas Priest,Rocka Rolla,10.57
The Chasm,Farseeing the Paranormal Abysm,10.57
Kvist,For kunsten maa vi evig vike,10.569999999999999
Skeletonwitch,Beyond the Permafrost,10.56
Moonsorrow,V: Hävitetty,10.559999999999999
Nachtmystium,Instinct: Decay,10.559999999999999
My Dying Bride,Like Gods of the Sun,10.549999999999999
Voivod,War and Pain,10.54
Falconer,Falconer,10.530000000000001
Suffocation,Pinnacle of Bedlam,10.530000000000001
Megadeth,The World Needs a Hero,10.53
Running Wild,Death or Glory,10.52
Satyricon,The Age of Nero,10.52
Nuclear Assault,Game Over,10.51
Arch Enemy,Stigmata,10.509999999999998
Manowar,Battle Hymns,10.509999999999998
Dimmu Borgir,Spiritual Black Dimensions,10.5
Enmity,Illuminations of Vile Engorgement,10.5
Six Feet Under,Haunted,10.5
Earth,Earth 2 - Special Low Frequency Version,10.490000000000002
Alcest,Le Secret,10.48
Helloween,Helloween,10.48
Sleep,Sleep's Holy Mountain,10.48
Decapitated,Organic Hallucinosis,10.47
Helloween,Straight Out of Hell,10.47
Panopticon,Kentucky,10.47
Samael,Ceremony of Opposites,10.450000000000001
Slayer,Undisputed Attitude,10.45
Entombed,Clandestine,10.440000000000001
Marduk,Those of the Unlight,10.440000000000001
Anthrax,For All Kings,10.430000000000001
Jag Panzer,Ample Destruction,10.43
Manowar,Kings of Metal,10.43
Dimmu Borgir,Stormblåst,10.420000000000002
Dying Fetus,Killing on Adrenaline,10.41
Deicide,To Hell with God,10.409999999999998
Job for a Cowboy,Doom,10.399999999999999
Ensiferum,Unsung Heroes,10.39
Xasthur,Nocturnal Poisoning,10.39
Celtic Frost,Morbid Tales,10.379999999999999
Moonsorrow,Verisäkeet,10.379999999999999
Beherit,Engram,10.370000000000001
Deicide,Till Death Do Us Part,10.370000000000001
Moonsorrow,Varjoina kuljemme kuolleiden maassa,10.37
Savatage,Edge of Thorns,10.37
Def Leppard,Pyromania,10.350000000000001
Saint Vitus,Born Too Late,10.350000000000001
3 Inches of Blood,Advance and Vanquish,10.35
Darkthrone,Goatlord,10.35
Warbringer,Waking into Nightmares,10.35
Asphyx,Deathhammer,10.34
Dismember,Like an Everflowing Stream,10.34
Windir,Arntor,10.34
Ensiferum,Iron,10.32
Horrendous,The Chills,10.32
Skeletonwitch,Forever Abomination,10.32
Devin Townsend,Ziltoid the Omniscient,10.31
Anathema,The Silent Enigma,10.309999999999999
Summoning,Dol Guldur,10.309999999999999
Gorgoroth,Instinctus Bestialis,10.3
Manowar,Fighting the World,10.3
The Black Dahlia Murder,Unhallowed,10.3
Witchfinder General,Death Penalty,10.3
Crimson Glory,Crimson Glory,10.29
King Diamond,Fatal Portrait,10.29
Nile,In Their Darkened Shrines,10.29
Iced Earth,Horror Show,10.280000000000001
Immolation,Here in After,10.280000000000001
Behemoth,Satanica,10.28
Cryptopsy,Cryptopsy,10.28
Origin,Entity,10.28
King Diamond,The Eye,10.27
Evoken,Antithesis of Light,10.26
Immolation,Harnessing Ruin,10.26
Nile,Amongst the Catacombs of Nephren-Ka,10.250000000000002
Iced Earth,Iced Earth,10.25
Thorns,Thorns,10.25
Dream Theater,Awake,10.24
Bathory,Blood on Ice,10.23
Gojira,The Way of All Flesh,10.23
Behemoth,Sventevith (Storming Near the Baltic),10.220000000000002
Elvenking,Heathenreel,10.219999999999999
Pantera,Reinventing the Steel,10.219999999999999
Celtic Frost,Into the Pandemonium,10.21
Overkill,Under the Influence,10.18
Insomnium,Shadows of the Dying Sun,10.17
Virgin Steele,The Marriage of Heaven and Hell - Part One,10.17
Beneath the Massacre,Mechanics of Dysfunction,10.16
Katatonia,The Great Cold Distance,10.16
Pentagram,Pentagram,10.15
Deicide,Serpents of the Light,10.14
Vader,The Art of War,10.14
Watain,Casus Luciferi,10.14
Gorgoroth,Twilight of the Idols - In Conspiracy with Satan,10.13
Therion,Vovin,10.13
Helloween,The Dark Ride,10.129999999999999
Soilwork,A Predator's Portrait,10.129999999999999
Keep of Kalessin,Kolossus,10.12
Marduk,Plague Angel,10.12
Overkill,White Devil Armory,10.12
Darkthrone,Hate Them,10.110000000000001
Insomnium,Above the Weeping World,10.11
Swallow the Sun,When a Shadow Is Forced into the Light,10.09
Anathema,Serenades,10.08
Augury,Concealed,10.08
Emperor,Emperor,10.08
Stratovarius,Nemesis,10.08
Mercyful Fate,Mercyful Fate,10.079999999999998
Batushka,Litourgiya,10.07
Samael,Solar Soul,10.05
Atheist,Jupiter,10.04
Obituary,The End Complete,10.04
Black Sabbath,Technical Ecstasy,10.03
Falconer,Among Beggars and Thieves,10.03
Virgin Steele,Invictus,10.03
Therion,Gothic Kabbalah,10.02
Candlemass,Death Magic Doom,10.010000000000002
Kreator,Terrible Certainty,10.01
Pestilence,Testimony of the Ancients,10.000000000000002
Gojira,Magma,10.0
Cerebral Bore,Maniacal Miscreation,9.99
Disma,Towards the Megalith,9.99
Drudkh,Пригорща зірок (Handful of Stars),9.99
Symphony X,Twilight in Olympus,9.99
Amon Amarth,Jomsviking,9.98
Shadows Fall,The War Within,9.97
Testament,The Ritual,9.97
Burzum,Hliðskjálf,9.969999999999999
Drudkh,Кров у наших криницях (Blood in Our Wells),9.969999999999999
Eluveitie,Slania,9.969999999999999
Metal Church,The Dark,9.96
Falkenbach,Ok nefna tysvar ty,9.959999999999999
Katatonia,Viva Emptiness,9.95
Manowar,Into Glory Ride,9.940000000000001
Skid Row,Slave to the Grind,9.94
Bolt Thrower,...for Victory,9.930000000000001
In Flames,Colony,9.93
Slaughter,Strappado,9.93
Aborym,With No Human Intervention,9.92
Cattle Decapitation,Death Atlas,9.92
Deep Purple,Machine Head,9.92
Orphaned Land,Mabool - The Story of the Three Sons of Seven,9.91
Dying Fetus,Wrong One to Fuck With,9.89
Anthrax,Worship Music,9.870000000000001
Sepultura,Roots,9.870000000000001
1349,Revelations of the Black Flame,9.87
Nokturnal Mortum,Goat Horns,9.87
Slayer,Diabolus in Musica,9.85
Triptykon,Eparistera Daimones,9.84
Abigail Williams,Legend,9.83
Fen,The Malediction Fields,9.83
Origin,Echoes of Decimation,9.83
Riot V,Immortal Soul,9.83
Abominable Putridity,The Anomalies of Artificial Origin,9.829999999999998
Kreator,Gods of Violence,9.81
Nargaroth,Black Metal ist Krieg (A Dedication Monument),9.81
Running Wild,Gates to Purgatory,9.81
Enslaved,RIITIIR,9.809999999999999
Malevolent Creation,Retribution,9.809999999999999
Enforcer,Into the Night,9.8
Carnivore,Carnivore,9.79
Annihilator,Carnival Diablos,9.78
Absu,Abzu,9.77
Obscura,Omnivium,9.77
Outworld,Outworld,9.77
Paradise Lost,Draconian Times,9.76
Bolt Thrower,War Master,9.75
Watchtower,Energetic Disassembly,9.75
Bruce Dickinson,Tyranny of Souls,9.74
Drudkh,Microcosmos,9.74
Razor,Violent Restitution,9.74
Borknagar,The Olden Domain,9.739999999999998
Kalmah,The Black Waltz,9.739999999999998
Ulver,Kveldssanger,9.739999999999998
1349,Beyond the Apocalypse,9.73
Amesoeurs,Ruines humaines,9.73
Forefather,Steadfast,9.73
Obsequiae,Aria of Vernal Tombs,9.73
Psychotic Waltz,A Social Grace,9.73
Anata,The Conductor's Departure,9.72
Arsis,We Are the Nightmare,9.71
Edge of Sanity,Crimson,9.71
Insomnium,Across the Dark,9.7
Deafheaven,New Bermuda,9.690000000000001
Rigor Mortis,Rigor Mortis,9.69
Kamelot,Ghost Opera,9.670000000000002
Bolt Thrower,Mercenary,9.66
Sigh,Hangman's Hymn - Musikalische Exequien,9.66
Nightwish,Oceanborn,9.649999999999999
Vektor,Black Future,9.649999999999999
Fates Warning,No Exit,9.639999999999999
Opeth,Pale Communion,9.63
Black Sabbath,Tyr,9.62
Caladan Brood,Echoes of Battle,9.62
Ocean Machine,Biomech,9.61
In Flames,Whoracle,9.6
Abyssic Hate,Suicidal Emotions,9.59
Burzum,Dauði Baldrs,9.59
Reverend Bizarre,In the Rectory of the Bizarre Reverend,9.59
Rivers of Nihil,Where Owls Know My Name,9.59
Within Temptation,The Heart of Everything,9.59
Accept,Balls to the Wall,9.58
Cattle Decapitation,The Harvest Floor,9.58
Discharge,Hear Nothing See Nothing Say Nothing,9.58
Black Sabbath,Seventh Star,9.57
Ingested,Surpassing the Boundaries of Human Suffering,9.569999999999999
Eluveitie,Helvetios,9.56
Rush,Rush,9.56
Death Angel,Act III,9.559999999999999
Abbath,Abbath,9.55
Corrosion of Conformity,In the Arms of God,9.55
Belphegor,Blood Magick Necromance,9.54
Megadeth,Risk,9.54
Septicflesh,Communion,9.54
Queensrÿche,Operation: Mindcrime II,9.530000000000001
Angra,Rebirth,9.53
Gamma Ray,Land of the Free II,9.53
Metallica,Hardwired,9.53
In Solitude,Sister,9.52
King Diamond,"""Them""",9.52
Stratovarius,Elysium,9.52
Type O Negative,World Coming Down,9.52
Crimson Glory,Transcendence,9.51
Gamma Ray,Heading for Tomorrow,9.51
Iced Earth,The Dark Saga,9.51
Meshuggah,I,9.5
Acid Bath,Paegan Terrorism Tactics,9.49
Virgin Steele,The Marriage of Heaven and Hell - Part Two,9.49
Helloween,7 Sinners,9.48
Rottrevore,Iniquitous,9.48
Limbonic Art,Moon in the Scorpio,9.47
Anthrax,Spreading the Disease,9.46
Bloodbath,The Fathomless Mastery,9.46
Decapitated,Nihility,9.46
Mr. Bungle,Mr. Bungle,9.46
Týr,Eric the Red,9.46
Napalm Death,Smear Campaign,9.459999999999999
Toxik,Think This,9.43
Dismember,Death Metal,9.41
Fear Factory,Archetype,9.41
The Crown,Deathrace King,9.41
Accept,Metal Heart,9.39
Xasthur,Subliminal Genocide,9.39
Annihilator,Set the World on Fire,9.38
King Diamond,Conspiracy,9.370000000000001
Dark Funeral,The Secrets of the Black Arts,9.37
Exodus,Shovel Headed Kill Machine,9.37
Turisas,Stand Up and Fight,9.360000000000001
Rush,Grace Under Pressure,9.36
Satan,Life Sentence,9.36
Scar Symmetry,Pitch Black Progress,9.36
Tankard,Zombie Attack,9.36
Drudkh,Відчуженість (Estrangement),9.350000000000001
Amorphis,The Karelian Isthmus,9.35
Behemoth,Evangelion,9.35
Helloween,Keeper of the Seven Keys - The Legacy,9.35
Tristania,Beyond the Veil,9.35
Dark Tranquillity,Damage Done,9.34
Lamb of God,Sacrament,9.34
Moonsorrow,Voimasta ja kunniasta,9.33
Anaal Nathrakh,Eschaton,9.32
Exodus,The Atrocity Exhibition: Exhibit A,9.32
Exumer,Possessed by Fire,9.32
In Flames,Soundtrack to Your Escape,9.32
Sabaton,Primo Victoria,9.309999999999999
Anathema,A Natural Disaster,9.3
Marduk,Frontschwein,9.28
Metallica,S&M,9.27
Soilwork,The Living Infinite,9.27
My Dying Bride,As the Flower Withers,9.26
Neurosis,Through Silver in Blood,9.26
Rotting Christ,Triarchy of the Lost Lovers,9.26
Grave Digger,Heavy Metal Breakdown,9.259999999999998
Hate Eternal,"I, Monarch",9.25
Onslaught,Killing Peace,9.25
Voivod,Dimension Hatröss,9.25
Chthe'ilist,Le dernier crépuscule,9.24
Satan's Hallow,Satan's Hallow,9.24
Ghost,Meliora,9.23
Pain of Salvation,BE,9.23
Insect Warfare,World Extermination,9.21
Trivium,The Crusade,9.21
Manowar,The Triumph of Steel,9.2
Sabbat,Dreamweaver,9.2
Spectral Lore,III,9.2
Insomnium,Since the Day It All Came Down,9.19
Sodom,M-16,9.19
Queensrÿche,The Warning,9.18
Helloween,Chameleon,9.17
Moonspell,Night Eternal,9.17
Nevermore,The Politics of Ecstasy,9.17
The Black Dahlia Murder,Ritual,9.16
Alice in Chains,Jar of Flies,9.15
King Diamond,Give Me Your Soul... Please,9.15
Tormentor,Anno Domini,9.15
Absu,Absu,9.14
Austere,To Lay like Old Ashes,9.14
Iced Earth,Something Wicked This Way Comes,9.14
Mithras,Worlds Beyond the Veil,9.14
Acid Witch,Witchtanic Hellucinations,9.13
Immolation,Majesty and Decay,9.13
Destruction,Release from Agony,9.129999999999999
Paradise Lost,Gothic,9.129999999999999
Spiral Architect,A Sceptic's Universe,9.129999999999999
Cradle of Filth,Hammer of the Witches,9.120000000000001
W.A.S.P.,The Headless Children,9.120000000000001
Agalloch,The White,9.110000000000001
Carcass,Swansong,9.11
Pallbearer,Foundations of Burden,9.11
Unexpect,In a Flesh Aquarium,9.11
Xasthur,Telepathic with the Deceased,9.11
Burzum,Umskiptar,9.09
Emperor,IX Equilibrium,9.09
Visigoth,Conqueror's Oath,9.09
Insomnium,One for Sorrow,9.080000000000002
Angra,Aurora Consurgens,9.08
Arsis,A Diamond for Disease,9.08
Ásmegin,Hin vordende Sod & Sø,9.07
Iron Maiden,Rock in Rio,9.069999999999999
Sentenced,The Cold White Light,9.06
Blut aus Nord,Memoria Vetusta III: Saturnian Poetry,9.059999999999999
Drudkh,Лебединий шлях (The Swan Road),9.059999999999999
Enslaved,Vikingligr veldi,9.059999999999999
King Diamond,The Puppet Master,9.059999999999999
Walknut,Graveforests and Their Shadows,9.05
Manilla Road,Crystal Logic,9.040000000000001
Sabaton,Carolus Rex,9.040000000000001
Annihilator,Waking the Fury,9.04
Iced Earth,I Walk Among You,9.04
Paradise Lost,Shades of God,9.04
Twilight Force,Tales of Ancient Prophecies,9.04
Exhumed,"All Guts, No Glory",9.030000000000001
Nachtmystium,Assassins: Black Meddle Pt. I,9.030000000000001
Impaled Nazarene,Ugra-Karma,9.03
Candlemass,Ancient Dreams,9.02
Into Eternity,The Scattering of Ashes,9.02
Rush,Caress of Steel,9.0
Suffocation,Suffocation,9.0
Motörhead,Overkill,8.99
Enforcer,Diamonds,8.989999999999998
Maudlin of the Well,Bath,8.989999999999998
Amorphis,Elegy,8.98
HammerFall,Glory to the Brave,8.97
Rotting Christ,Sanctus Diavolos,8.97
Belphegor,Lucifer Incestus,8.969999999999999
Enslaved,Ruun,8.969999999999999
Havok,Conformicide,8.969999999999999
At the Gates,To Drink from the Night Itself,8.96
Coroner,R.I.P.,8.96
Corrosion of Conformity,Blind,8.96
High on Fire,Blessed Black Wings,8.96
Metal Church,Blessing in Disguise,8.96
Sonata Arctica,The Days of Grays,8.96
Overkill,The Grinding Wheel,8.959999999999999
Norther,Mirror of Madness,8.95
Deicide,Overtures of Blasphemy,8.949999999999998
My Dying Bride,The Dreadful Hours,8.940000000000001
Morbid,December Moon,8.94
Waking the Cadaver,Perverse Recollections of a Necromangler,8.92
Dark Tranquillity,The Gallery,8.91
Enslaved,Isa,8.88
Onslaught,In Search of Sanity,8.88
Defiance,Product of Society,8.870000000000001
Saxon,Wheels of Steel,8.870000000000001
Suffocation,Souls to Deny,8.870000000000001
Abigail Williams,In the Shadow of a Thousand Suns,8.87
Fight,War of Words,8.86
Skagos,Ást,8.850000000000001
Krallice,Krallice,8.85
Martyr,Feeding the Abscess,8.85
Death Angel,The Art of Dying,8.84
Dark Tranquillity,Projector,8.83
Queensrÿche,Rage for Order,8.83
Alice in Chains,The Devil Put Dinosaurs Here,8.82
Beyond Creation,The Aura,8.82
Enslaved,Axioma Ethica Odini,8.82
Wormphlegm,Tomb of the Ancient King,8.81
X Japan,Art of Life,8.809999999999999
Meshuggah,"Destroy, Erase, Improve",8.8
Pestilence,Resurrection Macabre,8.8
Темнозорь,Вольницей в просинь ночей,8.8
Pallbearer,Sorrow and Extinction,8.790000000000001
Voivod,Target Earth,8.79
In the Woods...,Heart of the Ages,8.780000000000001
Nuclear Assault,Survive,8.780000000000001
Pagan Altar,Mythical & Magical,8.780000000000001
Chimaira,The Impossibility of Reason,8.760000000000002
Electric Wizard,We Live,8.760000000000002
Napalm Death,"Fear, Emptiness, Despair",8.760000000000002
Angel Dust,Into the Dark Past,8.76
Cannibal Corpse,Gallery of Suicide,8.76
Liturgy,Aesthethica,8.76
Negură Bunget,Om,8.76
Paradise Lost,Icon,8.76
Saint Vitus,Saint Vitus,8.76
Archgoat,Whore of Bethlehem,8.75
Fleshgod Apocalypse,Oracles,8.75
Draghkar,At the Crossroads of Infinity,8.74
Drudkh,Пісні скорботи і самітності (Songs of Grief and Solitude),8.74
Hail of Bullets,...of Frost and War,8.74
Iced Earth,Overture of the Wicked,8.74
Persuader,When Eden Burns,8.74
Satan,Court in the Act,8.74
Skull Fist,Chasing the Dream,8.739999999999998
X Japan,Blue Blood,8.73
40 Watt Sun,The Inside Room,8.719999999999999
Baroness,Yellow & Green,8.719999999999999
Gama Bomb,Citizen Brain,8.719999999999999
Overkill,The Electric Age,8.719999999999999
Angra,Aqua,8.71
Judas Iscariot,Heaven in Flames,8.71
Mütiilation,"Remains of a Ruined, Dead, Cursed Soul",8.709999999999999
Immolation,Atonement,8.700000000000001
Mötley Crüe,Too Fast for Love,8.700000000000001
Black Sabbath,Never Say Die!,8.7
Thy Light,Suici.De.pression,8.7
Paradise Lost,Obsidian,8.690000000000001
Blut aus Nord,MoRT,8.69
Graveland,In the Glare of Burning Churches,8.69
Neurosis,A Sun That Never Sets,8.69
Unleashed,Midvinterblot,8.69
Pharaoh,Bury the Light,8.68
Pig Destroyer,Terrifyer,8.68
Accept,Blood of the Nations,8.670000000000002
Kreator,Renewal,8.66
Soilwork,The Chainheart Machine,8.66
The Ruins of Beverast,Rain upon the Impure,8.66
Inquisition,Ominous Doctrines of the Perpetual Mystical Macrocosm,8.65
Epica,Design Your Universe,8.64
Onslaught,Sounds of Violence,8.64
Evergrey,Recreation Day,8.629999999999999
Toxic Holocaust,An Overdose of Death...,8.629999999999999
Atheist,Elements,8.620000000000001
Funeral Mist,Salvation,8.610000000000001
Annihilator,Annihilator,8.61
Weapon,From the Devil's Tomb,8.61
Enslaved,Below the Lights,8.6
Deicide,In the Minds of Evil,8.59
Kreator,Violent Revolution,8.59
Electric Wizard,Electric Wizard,8.579999999999998
Napalm Death,Apex Predator - Easy Meat,8.57
King Diamond,House of God,8.56
White Zombie,"Astro-Creep: 2000 - Songs of Love, Destruction and Other Synthetic Delusions of the Electric Head",8.56
Mitochondrion,Parasignosis,8.55
Nevermore,Nevermore,8.55
Emperor,Scattered Ashes: A Decade of Emperial Wrath,8.540000000000001
Decapitated,Carnival Is Forever,8.54
Job for a Cowboy,Ruination,8.530000000000001
Taake,Hordalands doedskvad,8.530000000000001
Mortician,Hacked Up for Barbecue,8.520000000000001
Dark Funeral,Diabolis Interium,8.52
Marduk,Dark Endless,8.52
Suffocation,Blood Oath,8.52
Dio,Master of the Moon,8.510000000000002
Carach Angren,Death Came Through a Phantom Ship,8.51
Heathen,2005 Demo,8.51
Infester,"To the Depths, in Degradation",8.51
Underoath,Cries of the Past,8.51
Napalm Death,Time Waits for No Slave,8.49
Ozzy Osbourne,No More Tears,8.49
Paradise Lost,In Requiem,8.49
Traveler,Traveler,8.49
Tristania,Widow's Weeds,8.479999999999999
Cradle of Filth,Nymphetamine,8.469999999999999
HammerFall,Legacy of Kings,8.469999999999999
Altar of Plagues,Teethed Glory & Injury,8.46
Lifelover,Pulver,8.46
Dio,The Last in Line,8.450000000000001
Ea,Ea Taesse,8.45
Gamma Ray,Empire of the Undead,8.45
Nocturnus,Thresholds,8.45
Аспид,Кровоизлияние,8.45
Metallica,ReLoad,8.440000000000001
Savatage,The Dungeons Are Calling,8.440000000000001
Candlemass,Candlemass,8.44
Znöwhite,Act of God,8.44
As I Lay Dying,An Ocean Between Us,8.43
Cannibal Corpse,Vile,8.43
Exciter,Heavy Metal Maniac,8.43
Green Carnation,"Light of Day, Day of Darkness",8.43
Venom,Metal Black,8.43
Paradox,Product of Imagination,8.42
Rhapsody of Fire,Power of the Dragonflame,8.42
Sepultura,Bestial Devastation,8.42
Iron Savior,The Landing,8.41
Blut aus Nord,The Mystical Beast of Rebellion,8.399999999999999
